geneName,fullGeneName,Genename,Defline,Description,piDeprived,piReplete,log2FC,pvalue
Cre03.g209650,Cre03.g209650.t1.2,,"","",31,7,2.14684138832927,1.21712801046669e-05
Cre03.g209800,Cre03.g209800.t1.2,,"","",39,20,0.963474123974886,0.00432074984164088
Cre03.g209950,Cre03.g209950.t1.2,,"","",305,257,0.247040883256371,0.0193225789647189
Cre03.g210000,Cre03.g210000.t1.1,,"","",70,94,-0.425305834732671,0.0360854929528643
Cre03.g210050,Cre03.g210050.t1.1,PRPL35,"Plastid ribosomal protein L35","Chloroplast ribosomal protein L35, imported to chloroplast; Chloroplast large ribosomal subunit protein L35",1568,2986,-0.929288606019333,8.47365281290523e-100
Cre03.g210100,Cre03.g210100.t1.1,,"","",140,107,0.387816030543819,0.0151529134903381
Cre03.g210150,Cre03.g210150.t1.1,,"","",31,21,0.561878887608115,0.0631735379069606
Cre03.g210200,Cre03.g210200.t1.2,SUOX1,"sulfite oxidase","sulfite oxidase, mitochondrial precursor; related to animal homologs, possibly molybdopterin binding",157,129,0.283393493468373,0.0431014074139898
Cre03.g210250,Cre03.g210250.t1.1,,"","",27,9,1.58496250072116,0.00059662148123607
Cre03.g210450,Cre03.g210450.t1.2,,"","",85,73,0.219566377257685,0.150507769098284
Cre03.g210550,Cre03.g210550.t1.1,,"","",30,21,0.514573172829758,0.0803898009059943
Cre03.g210600,Cre03.g210600.t1.1,COPB1,"Beta-COP","Expressed Protein. Beta-COP. Subunit of COP-I complex involved in vesicle coat formation.",395,336,0.233391420285705,0.0132034388595659
Cre03.g210650,Cre03.g210650.t1.2,,"","",26,18,0.53051471669878,0.0870855736353633
Cre03.g210700,Cre03.g210700.t1.2,,"","",38,18,1.07800251200127,0.00228076637320407
Cre03.g210750,Cre03.g210750.t1.2,,"","",107,54,0.986579484237678,8.73014082036772e-06
Cre03.g210900,Cre03.g210900.t1.2,NAR1.3,"formate nitrite transporter","Formate nitrite transporter, NCBI Accession number AY612643",1073,973,0.14113836597541,0.0127659314836719
Cre03.g210950,Cre03.g210950.t1.2,FAP57,"Flagellar Associated Protein","Conserved uncharacterized Flagellar Associated Protein; contains WD40 repeats; found in the flagellar proteome [PMID: 15998802]",375,251,0.579203231432471,2.69092257920711e-07
Cre03.g211000,Cre03.g211000.t1.2,,"","",84,78,0.106915203916512,0.291237865056666
Cre03.g211050,Cre03.g211050.t1.2,,"","",18,15,0.263034405833794,0.243425120832399
Cre03.g211100,Cre03.g211100.t1.1,,"","",126,98,0.362570079384708,0.0262118223212168
Cre03.g211150,Cre03.g211150.t1.1,,"","",204,125,0.706641057309409,4.67657062352966e-06
Cre03.g211250,Cre03.g211250.t1.2,FAP79,"Flagellar Associated Protein","Flagellar Associated Protein with ankyrin repeats. Found in the flagellar proteome [PMID: 15998802]",41,11,1.89812038598079,4.53163595848238e-06
Cre03.g211283,Cre03.g211283.t1.1,,"","",58,48,0.273018494406416,0.142642210932829
Cre03.g211300,Cre03.g211300.t1.1,,"","",296,147,1.00978102079259,3.09086090055644e-13
Cre03.g211400,Cre03.g211400.t1.2,,"","",13,24,-0.884522782580064,0.0494358747964724
Cre03.g211450,Cre03.g211450.t1.1,,"","",146,43,1.76355980417792,3.66373598126302e-15
Cre03.g211550,Cre03.g211550.t1.1,,"","",202,357,-0.821568781277305,2.78439970082055e-11
Cre04.g211600,Cre04.g211600.t1.2,,"","",154,180,-0.225066555634773,0.0856191277386497
Cre04.g211650,Cre04.g211650.t1.1,,"","",98,88,0.155278225477911,0.209997454934182
Cre04.g211750,Cre04.g211750.t1.2,,"","",85,15,2.50250034052918,4.14113188185183e-14
Cre04.g211800,Cre04.g211800.t1.1,RPL23,"Ribosomal protein L23, component of cytosolic 80S ribosome and 60S large subunit","Cytosolic 80S ribosomal protein L23; Cytosolic 60S large ribosomal subunit protein L23",68472,78530,-0.19772974434774,4.55753979999956e-152
Cre04.g211850,Cre04.g211850.t1.1,,"","",35,11,1.66985139830767,7.82086042647734e-05
Cre04.g211900,Cre04.g211900.t1.2,,"","",34,24,0.502500340529183,0.0740029003801029
Cre04.g211950,Cre04.g211950.t1.2,,"","",44,19,1.21150410519371,0.000449023589333963
Cre04.g212100,Cre04.g212100.t1.2,,"","",34,54,-0.667424660913129,0.0211053058112021
Cre04.g212150,Cre04.g212150.t1.2,,"","",33,33,0,0.45107925004835
Cre04.g212200,Cre04.g212200.t1.2,_,"predicted protein","protein of Chlamydomonas-specific family",317,178,0.83260559917301,1.18940968185655e-10
Cre04.g212250,Cre04.g212250.t1.2,,"","",21,25,-0.251538766995965,0.329369038511828
Cre04.g212300,Cre04.g212300.t1.2,,"","",66,45,0.552541023028779,0.018153245570659
Cre04.g212350,Cre04.g212350.t1.1,,"","",51,63,-0.304854581528421,0.151438776315163
Cre04.g212401,Cre04.g212401.t1.1,,"","",55,38,0.533432200081074,0.0306929493522298
Cre04.g212500,Cre04.g212500.t1.1,CGL42,"predicted protein","Conserved expressed protein of unknown function",107,118,-0.141176062960694,0.252536870755141
Cre04.g212550,Cre04.g212550.t1.2,,"","",46,21,1.13124453327825,0.000653584342881763
Cre04.g212600,Cre04.g212600.t1.1,,"","",153,73,1.06756328381263,2.56856440561393e-08
Cre04.g212650,Cre04.g212650.t1.1,,"","",24,20,0.263034405833794,0.225690416198063
Cre04.g212700,Cre04.g212700.t1.2,_,"squamosa promoter binding protein","Protein with squamosa binding protein domain; PMID: 10524240, PMID: 8569690, founding member is the Antirrhinum majus SQUAMOSA promoter binding protein",32,18,0.830074998557688,0.0164195687821342
Cre04.g212800,Cre04.g212800.t1.2,,"","",87,106,-0.284976958714471,0.0974798676618096
Cre04.g212850,Cre04.g212850.t1.1,,"","",28,30,-0.0995356735509144,0.447841606944795
Cre04.g212900,Cre04.g212900.t1.1,,"","",61,67,-0.135351852894886,0.32935064227032
Cre04.g212950,Cre04.g212950.t1.2,,"","",82,60,0.450661409009565,0.026604203473637
Cre04.g213000,Cre04.g213000.t1.1,,"","",233,219,0.089399085053107,0.240257371299203
Cre04.g213050,Cre04.g213050.t1.1,,"","",104,56,0.893084796083488,4.74935286034484e-05
Cre04.g213100,Cre04.g213100.t1.1,CGLD7,"esterase-like protein","conserved, expressed esterase / lipase / thioesterase family protein",112,155,-0.468769483216634,0.00501353043896972
Cre04.g213150,Cre04.g213150.t1.1,,"","",57,76,-0.415037499278844,0.0591200552348805
Cre04.g213200,Cre04.g213200.t1.1,,"","",70,59,0.246639967583125,0.145343927390368
Cre04.g213250,Cre04.g213250.t1.1,,"","",437,586,-0.42326738492165,1.78457884747571e-06
Cre04.g213350,Cre04.g213350.t1.2,,"","",35,33,0.084888897586513,0.358150380077168
Cre04.g213450,Cre04.g213450.t1.1,VPS2A,"subunit of the ESCRT-III complex","Expressed Protein. Similar to yeast Vps2p/Did4p, SNF7-domain protein, component of the ESCRT-III complex involved in the ubiquitin-mediated internalization into the multi-vesicular bodies (late endosomes)",188,120,0.647698256069119,3.95179099229592e-05
Cre04.g213500,Cre04.g213500.t1.2,,"","",36,52,-0.53051471669878,0.0546477148886571
Cre04.g213650,Cre04.g213650.t1.1,,"","",37,17,1.12199052437861,0.0019191329401631
Cre04.g213700,Cre04.g213700.t1.1,,"","",45,82,-0.865698908288409,0.000653692561750003
Cre04.g213850,Cre04.g213850.t1.2,CDKE1,"cyclin dependent kinase","Cyclin dependent kinase; homologous to plant CDKE and animal CDK8 subfamilies; SPTAIRE motif",148,125,0.243669080966863,0.0731066489031481
Cre04.g213900,Cre04.g213900.t1.1,,"","",12,19,-0.662965012722429,0.140520757529885
Cre04.g214000,Cre04.g214000.t1.2,,"","",56,23,1.28379296600059,5.12981758971076e-05
Cre04.g214050,Cre04.g214050.t1.1,SULTR4,"sulfate transporter, MFS type","putative sulfate transporter of the MFS type; orthologous to At1g80310 and At2g25680; probably plasma membrane",51,28,0.865070419913891,0.00327664883514189
Cre04.g214100,Cre04.g214100.t1.1,_,"sirohydrochlorin ferrochelatase, SIRB","sirohydrochlorin ferrochelatase; involved in siroheme biosynthesis",134,77,0.799302649762871,2.94571674590571e-05
Cre04.g214150,Cre04.g214150.t1.2,THI4a,"full-length thiazole biosynthetic enzyme","Involved in the synthesis of the thiazole moiety of thiamine pyrophosphate",11174,17823,-0.673594468966289,0
Cre04.g214250,Cre04.g214250.t1.2,AGO3,"Argonaute-like protein","Argonaute-like protein presumably involved in posttranscriptional gene silencing/RNA interference, ChromDB AGO3402",83,70,0.245756414401958,0.128816888273361
Cre04.g214350,Cre04.g214350.t1.2,POLA1,"DNA polymerase alpha subunit one","Homologous to eukaryotic DNA polymerase alpha catalytic subunit; Replication polymerase. Class B polymerase.",27,11,1.29545588352617,0.00254882164881565
Cre04.g214400,Cre04.g214400.t1.2,,"","",85,35,1.28010791919274,1.13762895226355e-06
Cre04.g214450,Cre04.g214450.t1.1,,"","",182,246,-0.434719865140544,0.00114358417474982
Cre04.g214500,Cre04.g214500.t1.2,IDH3,"isocitrate dehydrogenase, NADP-dependent","NADP specific isocitrate dehydrogenase (EC 1.1.1.42), mitochondrial precursor; similar to mammalian mitochondrial ICDH (e.g., GenBank XP_536192), predicted by Target-P to have an organellar targeting sequence (mitochondrial)",833,1167,-0.4864161603418,4.22329114136551e-14
Cre04.g214690,Cre04.g214690.t1.1,,"","",16,14,0.192645077942396,0.292332355864346
Cre04.g214750,Cre04.g214750.t1.2,VMPL2,"R-SNARE protein, VAMP-like family","Expressed Protein. Contains R-SNARE domain distantly similar to VAMP4, not found in land plants. Part of 2 member gene family on same scaffold separated by one gene (<-VMPL1, IFM1, <-VMPL2)",82,10,3.03562390973072,2.22044604925031e-16
Cre04.g214768,Cre04.g214768.t1.1,,"","",27,17,0.667424660913129,0.0480708772103071
Cre04.g214800,Cre04.g214800.t1.1,VMPL1,"R-SNARE protein, VAMP-like family","Expressed Protein. Contains R-SNARE motif distantly similar to VAMP4, not found in land plants. Part of 2 member gene family on same scaffold separated by one gene (<-VMPL1, IFM1, <-VMPL2)",31,4,2.95419631038687,2.08849087357521e-07
Cre04.g214850,Cre04.g214850.t1.1,,"","",44,59,-0.423211430724544,0.0837221672060294
Cre04.g214900,Cre04.g214900.t1.2,,"","",33,34,-0.043068721891886,0.5
Cre04.g215050,Cre04.g215050.t1.1,CHYB,"beta-carotene hydroxylase","beta-carotene hydroxylase (carotene beta-hydroxylase), putative chloroplast precursor (CBH) [PMID:15849308]",42,18,1.22239242133645,0.000532882889571762
Cre04.g215150,Cre04.g215150.t1.1,SSS1,"soluble starch synthase","Putative soluble starch synthase I; catalyse the transfer of a glucosyl moiety of the ADP-glucose to the non-reducing end of a pre-existing alpha 1-4 linked chain.",217,114,0.928661218279738,4.11553424672917e-09
Cre04.g215250,Cre04.g215250.t1.2,FAP26,"Flagellar Associated Protein","Flagellar Associated Protein with ankyrin repeats, found in the flagellar proteome [PMID: 15998802]",45,32,0.491853096329675,0.0550077994925666
Cre04.g215300,Cre04.g215300.t1.2,,"","",386,256,0.59245703726808,1.0645893255834e-07
Cre04.g215350,Cre04.g215350.t1.1,,"","",37,26,0.509013647487858,0.0649589615112763
Cre04.g215400,Cre04.g215400.t1.1,AKC3,"ABC1/COQ8 ser/thr kinase","Conserved expressed protein related to ABC1/COQ8 mitochondrial putative ser/thr kinase. ABC1 kinase family protein of unknown function; similar to EYE3 (required for eyespot assembly); Arabidopsis homolog is predicted to be plastid-localized",23,27,-0.231325546106456,0.335905516882683
Cre04.g215450,Cre04.g215450.t1.1,_,"predicted protein","zinc finger POZ domain protein-like",126,137,-0.12075215946061,0.268780887948851
Cre04.g215550,Cre04.g215550.t1.1,,"","",43,41,0.0687127500840143,0.371822093052602
Cre04.g215600,Cre04.g215600.t1.1,,"","",201,130,0.628683878150474,3.55848142026272e-05
Cre04.g215650,Cre04.g215650.t1.1,_,"conserved expressed protein of unknown function","_",48,14,1.77760757866355,2.40876169965709e-06
Cre04.g215750,Cre04.g215750.t1.1,_,"WD40 repeat protein","Expressed Protein. Related to conserved mitotic spindle checkpoint protein. Contains WD40 motifs.",101,110,-0.123148230772865,0.290957496483897
Cre04.g215800,Cre04.g215800.t1.2,,"","",84,69,0.283792966000591,0.0978337737345518
Cre04.g215850,Cre04.g215850.t1.1,IPA1,"Importin alpha","_",482,350,0.461678224397633,1.91509673153067e-06
Cre04.g215900,Cre04.g215900.t1.2,,"","",38,18,1.07800251200127,0.00228076637320407
Cre04.g215950,Cre04.g215950.t1.2,CYN57,"Peptidyl-prolyl cis-trans isomerase, cyclophilin-type","Peptidyl-prolyl cis-trans isomerase (rotamase), cyclophilin type [PMID: 15051864, PMID:15047905] with S/K-R/E RNA-binding domain; no targeting peptide, cytosolic; similar to At4g33060 (AtCYP57)",65,63,0.0450878895285382,0.395503724701439
Cre04.g216000,Cre04.g216000.t1.1,,"","",405,271,0.579629056418115,9.48444156545492e-08
Cre04.g216050,Cre04.g216050.t1.2,,"","",28,20,0.485426827170242,0.0967063264309688
Cre04.g216100,Cre04.g216100.t1.2,,"","",628,685,-0.125339428956262,0.0611019660687414
Cre04.g216150,Cre04.g216150.t1.1,,"","",71,42,0.757429696725922,0.00227677823301631
Cre04.g216250,Cre04.g216250.t1.1,FAP276,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",3341,1822,0.87475702353292,0
Cre04.g216300,Cre04.g216300.t1.1,,"","",70,63,0.15200309344505,0.244011171915433
Cre04.g216350,Cre04.g216350.t1.1,CPLD3,"predicted protein","Conserved expressed protein",105,117,-0.156119201917282,0.230213542954318
Cre04.g216400,Cre04.g216400.t1.1,,"","",20,22,-0.137503523749935,0.438807164376158
Cre04.g216411,Cre04.g216411.t1.1,,"","",832,587,0.50322302503104,2.94289037583439e-11
Cre04.g216500,Cre04.g216500.t1.2,,"","",18,12,0.584962500721156,0.100244211032987
Cre04.g216600,Cre04.g216600.t1.1,,"","",398,403,-0.0180114079843185,0.443809122535163
Cre04.g216700,Cre04.g216700.t1.1,PHOX,"phosphate-repressible alkaline phosphatase","Major phosphate-repressible, calcium-dependent, secreted extracellular alkaline phosphatase [PMID: 8754684; PMID: 16400166] homolog of Volvox carteri PHOX [gi:4160586, PMID: 9880549].",1301,10,7.02347715183043,0
Cre04.g216839,Cre04.g216839.t1.1,,"","",169,117,0.53051471669878,0.000838670801634134
Cre04.g216850,Cre04.g216850.t1.1,TUA2,"alpha tubulin 2","alpha tubulin 2 [GI:27358004; PMID: 3855249, PMID: 3460413, PMID: 14676280]",43667,38053,0.19853322227181,0
Cre04.g216932,Cre04.g216932.t1.1,,"","",142,198,-0.479609500574928,0.00140119615677903
Cre04.g216950,Cre04.g216950.t1.1,,"","",179,480,-1.42307481834426,5.6794877021759e-33
Cre04.g217100,Cre04.g217100.t1.2,,"","",22,16,0.459431618637297,0.127937539771665
Cre04.g217150,Cre04.g217150.t1.2,,"","",68,72,-0.082462160191973,0.399978207043933
Cre04.g217200,Cre04.g217200.t1.2,,"","",203,143,0.505464580406787,0.000505995792383196
Cre04.g217400,Cre04.g217400.t1.1,,"","",39,43,-0.14086253583985,0.370326420672891
Cre04.g217450,Cre04.g217450.t1.2,,"","",85,152,-0.838536577305884,8.01186317074101e-06
Cre04.g217550,Cre04.g217550.t1.2,EIF3C,"eukaryotic initiation factor","putative Eukaryotic translation initiation factor 3 subunit 8 (eIF3 p110) (eIF3c)",196,394,-1.00734197534117,1.33101865425443e-16
Cre04.g217700,Cre04.g217700.t1.2,,"","",25,16,0.643856189774725,0.058637602978706
Cre04.g217750,Cre04.g217750.t1.2,,"","",53,53,0,0.461342579720638
Cre04.g217800,Cre04.g217800.t1.2,,"","",18,23,-0.3536369546147,0.266354627618057
Cre04.g217850,Cre04.g217850.t1.2,,"","",15,26,-0.793549122532574,0.058637602978706
Cre04.g217900,Cre04.g217900.t1.1,,"","",521,355,0.553464347886464,7.60488627626899e-09
Cre04.g217950,Cre04.g217950.t1.1,,"","",133,93,0.516123624393158,0.00313012656386003
Cre04.g218050,Cre04.g218050.t1.2,RWP8,"RWP-RK transcription factor","putative RWP-RK domain transcription factor [PMID: 15785851]; model is tentative",48,28,0.777607578663552,0.00772013101045321
Cre04.g218100,Cre04.g218100.t1.1,FAP25,"Flagellar Associated Protein","Conserved uncharacterized Flagellar Associated Protein; found in the flagellar proteome [PMID: 15998802]",251,272,-0.115919287299567,0.190921432725244
Cre04.g218150,Cre04.g218150.t1.1,,"","",356,306,0.218345588273746,0.0236891141455595
Cre04.g218200,Cre04.g218200.t1.2,,"","",255,192,0.409390936137702,0.001215755586367
Cre04.g218250,Cre04.g218250.t1.1,ARL3,"ARF-like GTPase","Expressed Protein. Similar to the ARL3 type of ARF-related small GTPase. This type of GTPase is found in animals but not in angiosperms. Found in the flagellar proteome [PMID: 15998802]",1302,960,0.439623137557117,2.49578135935735e-13
Cre04.g218300,Cre04.g218300.t1.1,,"","",17,15,0.180572245641821,0.298307447927073
Cre04.g218350,Cre04.g218350.t1.1,,"","",39,22,0.825970600224951,0.0102073568998174
Cre04.g218400,Cre04.g218400.t1.2,,"","",52,27,0.945552215977624,0.00159150531441754
Cre04.g218450,Cre04.g218450.t1.1,_,"predicted protein","Conserved expressed protein; weak homology to N-acetyltransferase in plants",57,47,0.278301162487104,0.14034516451709
Cre04.g218500,Cre04.g218500.t1.1,,"","",179,124,0.529619466877381,0.000628783409771572
Cre04.g218600,Cre04.g218600.t1.1,,"","",17,14,0.280107919192735,0.236564829945564
Cre04.g218650,Cre04.g218650.t1.2,UCP3,"uncoupling protein","Mitochondrial uncoupling protein; similar to human mitochondrial uncoupling protein 4",25,11,1.18442457113743,0.00566549209179357
Cre04.g218700,Cre04.g218700.t1.1,INFA,"organellar translation initiation factor","Putative bacterial/organellar initiation factor 1 (IF-1)",278,518,-0.897867214963046,6.94627229445678e-18
Cre04.g218750,Cre04.g218750.t1.1,THB4,"truncated hemoglobin","Truncated hemoglobin, plastid-located. Orthologous to C. eugametos LI637 and LI410 [PMID: 8177215, PMID: 10563822]; Truncated hemoglobins (trHbs) are a family of oxygen-binding heme proteins found in cyanobacteria, other eubacteria and unicellular eukaryotes (Paramecium, Tetrahymena); the C. eugametos orthologue has been localized to the plastid, particularly in the pyrenoid and the thylakoid region; there are two pairs of related and linked genes in this family, this one belongs to the pair on scaffold 15",259,298,-0.202360232775608,0.0536448694375932
Cre04.g218800,Cre04.g218800.t1.2,THB3,"truncated hemoglobin","Truncated hemoglobin, plastid-located. Orthologous to C. eugametos LI637 and LI410 [PMID: 8177215, PMID: 10563822]; Truncated hemoglobins (trHbs) are a family of oxygen-binding heme proteins found in cyanobacteria, other eubacteria and unicellular eukaryotes (Paramecium, Tetrahymena); the C. eugametos orthologue has been localized to the plastid, particularly in the pyrenoid and the thylakoid region; this C. reinhardtii protein has been identified in a thylakoid enriched fraction [PMID: 17078018]; there are two pairs of related and linked genes in this family, this one belongs to the pair on scaffold 15.",86,69,0.317740297923929,0.0739988155117074
Cre04.g218850,Cre04.g218850.t1.1,,"","",83,71,0.225292311842243,0.147406756996646
Cre04.g219000,Cre04.g219000.t1.1,,"","",32,25,0.356143810225275,0.14462187355451
Cre04.g219050,Cre04.g219050.t1.2,SRR10,"Scavenger receptor cysteine rich (SRCR) protein","Scavenger receptor cysteine-rich protein; contains ligand-binding SRCR domain found in speract/scavenger receptor (PMID: 14995912)",32,24,0.415037499278844,0.114402770617178
Cre04.g219100,Cre04.g219100.t1.2,,"","",33,19,0.796466605914868,0.0182417000041799
Cre04.g219200,Cre04.g219200.t1.1,,"","",28,30,-0.0995356735509144,0.447841606944795
Cre04.g219250,Cre04.g219250.t1.1,BLD1,"intraflagellar transport protein IFT52","The BLD1 gene product has been identified as intraflagellar transport protein IFT52. Mutations affecting IFT particle proteins, like IFT52, result in the inability to assemble flagella. IFT particles and the motors moving them are located around the basal bodies as well as in the flagella. The C. elegans homologue of IFT52/BLD1 is osm-6. [PMID: 11676918, PMID: 11676919, Genbank entry AF397450].",1159,809,0.518668958576494,1.11022302462516e-15
Cre04.g219300,Cre04.g219300.t1.1,,"","",34,28,0.280107919192735,0.187075856202398
Cre04.g219350,Cre04.g219350.t1.2,,"","",114,99,0.203533394085132,0.136454917414857
Cre04.g219400,Cre04.g219400.t1.1,,"","",16,24,-0.584962500721156,0.134093625527384
Cre04.g219450,Cre04.g219450.t1.1,,"","",115,130,-0.176877762084079,0.185563416243866
Cre04.g219550,Cre04.g219550.t1.1,,"","",19,18,0.0780025120012732,0.371414679364534
Cre04.g219600,Cre04.g219600.t1.1,,"","",147,102,0.527247002864869,0.00173596623970251
Cre04.g219650,Cre04.g219650.t1.1,_,"predicted protein","expressed transmembrane protein of unknown function",85,64,0.409390936137702,0.0355696371795565
Cre04.g219700,Cre04.g219700.t1.2,BBS9,"Bardet-Biedl syndrome 9 protein","_",86,67,0.360175564244325,0.0527959385650054
Cre04.g219750,Cre04.g219750.t1.2,,"","",25,19,0.395928676331139,0.145607618272947
Cre04.g219787,Cre04.g219787.t1.1,,"","",50,48,0.0588936890535686,0.381018109764621
Cre04.g219850,Cre04.g219850.t1.2,,"","",19,39,-1.03747470541866,0.00596406985788158
Cre04.g219900,Cre04.g219900.t1.2,,"","",58,61,-0.0727563424353142,0.427315021089883
Cre04.g219936,Cre04.g219936.t1.1,,"","",653,514,0.345314632352553,2.040534585801e-05
Cre04.g219950,Cre04.g219950.t1.1,,"","",159,116,0.454901960156783,0.00392796693989672
Cre04.g220000,Cre04.g220000.t1.2,,"","",34,28,0.280107919192735,0.187075856202398
Cre04.g220100,Cre04.g220100.t1.2,,"","",21,18,0.222392421336448,0.26119869024842
Cre04.g220200,Cre04.g220200.t1.1,,"","",144,169,-0.230954434839872,0.0874123826470482
Cre04.g220250,Cre04.g220250.t1.2,,"","",21,11,0.932885804141463,0.0250512298662215
Cre04.g220300,Cre04.g220300.t1.1,,"","",21,19,0.144389909335175,0.31791400131442
Cre04.g220350,Cre04.g220350.t1.1,ATPvA3,"vacuolar proton ATPase subunit A","Putative vacuolar H+-ATPase V0 sector, subunit A; vacuolar proton translocating ATPase subunit A (ATPvA)",330,235,0.489805267680816,2.58321456215738e-05
Cre04.g220450,Cre04.g220450.t1.2,,"","",31,32,-0.0458036896131248,0.5
Cre04.g220500,Cre04.g220500.t1.1,,"","",340,361,-0.0864640907494692,0.225019253339441
Cre04.g220600,Cre04.g220600.t1.2,,"","",26,24,0.115477217419936,0.335905516882683
Cre04.g220650,Cre04.g220650.t1.1,,"","",268,123,1.12357468511853,3.94129173741931e-14
Cre04.g220700,Cre04.g220700.t1.1,ALK2,"Aurora-like kinase","Possible role in mitotic regulation. Note that the ALK1 model (originally called CALK) and several other kinase models in the genome are much weaker hits to the aurora family.",82,46,0.833990048561071,0.000497998437135605
Cre04.g220800,Cre04.g220800.t1.2,,"","",176,77,1.1926450779424,9.3521301813837e-11
Cre04.g220850,Cre04.g220850.t1.1,,"","",40,37,0.112474729258413,0.324395581155322
Cre04.g220900,Cre04.g220900.t1.1,,"","",19,15,0.341036917835067,0.195764152565971
Cre04.g220950,Cre04.g220950.t1.1,,"","",18,18,0,0.43396970021422
Cre04.g221050,Cre04.g221050.t1.1,,"","",60,56,0.0995356735509144,0.321333712689806
Cre04.g221100,Cre04.g221100.t1.1,,"","",127,154,-0.278101853922736,0.0603698024292661
Cre04.g221200,Cre04.g221200.t1.2,,"","",23,23,0,0.441497956061198
Cre04.g221250,Cre04.g221250.t1.1,,"","",220,222,-0.0130561528254464,0.481034980670472
Cre04.g221350,Cre04.g221350.t1.1,,"","",40,53,-0.405992359675837,0.106576500484454
Cre04.g221400,Cre04.g221400.t1.1,,"","",1067,897,0.250380285905164,5.64986985215343e-05
Cre04.g221450,Cre04.g221450.t1.1,,"","",106,54,0.973032952399731,1.18064357572667e-05
Cre04.g221550,Cre04.g221550.t1.1,,"","",159,29,2.45490196015678,0
Cre04.g221600,Cre04.g221600.t1.1,,"","",36,16,1.16992500144231,0.00159262672388838
Cre04.g221650,Cre04.g221650.t1.2,,"","",15,15,0,0.427767775952816
Cre04.g221700,Cre04.g221700.t1.1,COX3,"Cytochrome c oxidase subunit III","Cytochrome c oxidase subunit III; mitochondrial complex IV; Note: in C. reinhardtii this subunit is nuclear-encoded [PMID: 11919679]",3887,3196,0.28238969941122,1.11022302462516e-16
Cre04.g221800,Cre04.g221800.t1.2,,"","",16,16,0,0.43002503295429
Cre04.g221850,Cre04.g221850.t1.1,,"","",177,82,1.11005354546491,7.94477927890114e-10
Cre04.g222000,Cre04.g222000.t1.2,,"","",60,45,0.415037499278844,0.0589999907529291
Cre04.g222100,Cre04.g222100.t1.1,,"","",45,31,0.5376567859428,0.0423230463354179
Cre04.g222150,Cre04.g222150.t1.1,,"","",18,12,0.584962500721156,0.100244211032987
Cre04.g222200,Cre04.g222200.t1.1,,"","",36,39,-0.115477217419936,0.408776925275492
Cre04.g222250,Cre04.g222250.t1.1,,"","",61,67,-0.135351852894886,0.32935064227032
Cre04.g222300,Cre04.g222300.t1.2,,"","",43,51,-0.246160587269398,0.235246057445185
Cre04.g222350,Cre04.g222350.t1.2,,"","",28,17,0.719892080807265,0.0362271300812722
Cre04.g222450,Cre04.g222450.t1.2,,"","",32,27,0.245112497836531,0.217496402561077
Cre04.g222550,Cre04.g222550.t1.2,,"","",60,40,0.584962500721156,0.0176001001088524
Cre04.g222600,Cre04.g222600.t1.1,,"","",65,52,0.321928094887362,0.0976745297022893
Cre04.g222700,Cre04.g222700.t1.1,_,"elongation factor EF-3","related to elongation factor EF-3 (TEF3); found in the flagellar proteome [PMID: 15998802]",4304,7031,-0.708051816586877,2.67942679183626e-146
Cre04.g222750,Cre04.g222750.t1.1,CCP2,"low-CO2-inducible chloroplast envelope protein","Low-CO2-inducible 36kD achloroplast envelope protein (LIP36-2), CO2-responsive gene; related to mitochondrial carriers; CCP2 and LCID are located in head-to-head orientation.",300,53,2.50089823593268,0
Cre04.g222800,Cre04.g222800.t1.1,LCID,"limiting CO2 inducible protein","Limiting CO2-inducible gene homologous to limiting-CO2 inducible proteins LCIC, LCIB [PMID: 15235119] and to LCIE [PMID 16777959]; part of the CAH1/2 cluster of inversely repeated CO2 responsive genes; LCID and CCP2 are located in head-to-head orientation in the cluster; regulated by CCM1 [PMID 16777959]",252,126,1,2.12948547684277e-11
Cre04.g222850,Cre04.g222850.t1.1,,"","",53,46,0.204358498506186,0.210761671807885
Cre04.g222900,Cre04.g222900.t1.2,,"","",75,69,0.120294233717712,0.279910568855398
Cre04.g222928,Cre04.g222928.t1.1,,"","",50,40,0.321928094887362,0.123053224858139
Cre04.g222950,Cre04.g222950.t1.1,,"","",27,42,-0.637429920615292,0.0455932452835058
Cre04.g223000,Cre04.g223000.t1.2,,"","",31,26,0.253756592245783,0.213521428251628
Cre04.g223050,Cre04.g223050.t1.1,,"","",181,226,-0.320333075331982,0.0145295891828247
Cre04.g223100,Cre04.g223100.t1.1,CAH1,"carbonic anhydrase","Carbonate dehydratase 1 in Chlamydomonas reinhardtii, also known as CA1; gi:115447; Carbonic anhydrase 1 precursor (Carbonate dehydratase 1) (CA1); alpha type - Carbonic anhydrase 1 localized in the periplasmic space and low-CO2 inducible gene regulated by LCR1 [PMID: 15155888] and CCM1 [PMID: 11287669, 15235119]",58015,41336,0.489027173912468,0
Cre04.g223150,Cre04.g223150.t1.2,CLR18,"predicted protein of CLR family","belongs to a family of at least 24 Chlamydomonas proteins with multiple copies (up to dozens) of a 40-48 AA repeat similar to DUF1601 (found exclusively in the gammaproteobacterium Coxiella burnetti); this repeat probably forms a stack of alpha helices; it is also found in Ostreococcus (2 proteins) and in Arabidopsis (At2g31890)",104,103,0.0139391909578738,0.444743113893687
