Pathway-id	Pathway-name	Reaction-id	EC	Protein-id	Protein-name	Gene-id	Gene-name
PWY-3982	uracil degradation I (reductive)	DIHYDROPYRIMIDINASE-RXN	EC-3.5.2.2	CRE02.G097000-MONOMER	dihydropyrimidinase	CRE02.G097000	Cre02.g097000
PWY-3982	uracil degradation I (reductive)	1.3.1.2-RXN	EC-1.3.1.2	CRE13.G578750-MONOMER	dihydropyrimidine dehydrogenase	CRE13.G578750	Cre13.g578750
PWY-6823	molybdenum cofactor biosynthesis	RXN-17809	EC-4.6.1.17	CRE08.G361050-MONOMER	cyclic pyranopterin monophosphate synthase	CRE08.G361050	Cre08.g361050
PWY-6823	molybdenum cofactor biosynthesis	RXN0-308	-	CRE02.G146250-MONOMER	L-cysteine:[protein cysteine] sulfurtransferase	CRE02.G146250	Cre02.g146250
PWY-6823	molybdenum cofactor biosynthesis	RXN0-308	-	CRE12.G525650-MONOMER	L-cysteine:[protein cysteine] sulfurtransferase	CRE12.G525650	Cre12.g525650
PWY-6823	molybdenum cofactor biosynthesis	RXN0-308	-	CRE12.G499600-MONOMER	L-cysteine:[protein cysteine] sulfurtransferase	CRE12.G499600	Cre12.g499600
PWY-6823	molybdenum cofactor biosynthesis	RXN-12473	EC-2.8.1.11	CRE09.G402034-MONOMER	molybdopterin synthase sulfurtransferase	CRE09.G402034	Cre09.g402034
PWY-6823	molybdenum cofactor biosynthesis	RXN-11361	EC-2.7.7.80	CRE09.G402034-MONOMER	molybdopterin-synthase adenylyltransferase	CRE09.G402034	Cre09.g402034
PWY-6823	molybdenum cofactor biosynthesis	RXN-11361	EC-2.7.7.80	CRE03.G165215-MONOMER	molybdopterin-synthase adenylyltransferase	CRE03.G165215	Cre03.g165215
PWY-6823	molybdenum cofactor biosynthesis	RXN-8348	EC-2.10.1.1	CRE10.G451400-MONOMER	molybdopterin molybdotransferase	CRE10.G451400	Cre10.g451400
PWY-6823	molybdenum cofactor biosynthesis	RXN-8348	EC-2.10.1.1	CHLREDRAFT_130596-MONOMER	molybdopterin molybdotransferase	CHLREDRAFT_130596	Cre06.g282150
PWY-6823	molybdenum cofactor biosynthesis	RXN-8348	EC-2.10.1.1	CHLREDRAFT_113296-MONOMER	molybdopterin molybdotransferase	CHLREDRAFT_113296	CNX1B
PWY-6823	molybdenum cofactor biosynthesis	RXN-8344	EC-2.7.7.75	CRE10.G451400-MONOMER	molybdopterin adenylyltransferase	CRE10.G451400	Cre10.g451400
PWY-6823	molybdenum cofactor biosynthesis	RXN-8344	EC-2.7.7.75	CHLREDRAFT_130596-MONOMER	molybdopterin adenylyltransferase	CHLREDRAFT_130596	Cre06.g282150
PWY-6823	molybdenum cofactor biosynthesis	RXN-8344	EC-2.7.7.75	CHLREDRAFT_113296-MONOMER	molybdopterin adenylyltransferase	CHLREDRAFT_113296	CNX1B
PWY-6823	molybdenum cofactor biosynthesis	RXN-8342	EC-2.8.1.12	CRE07.G322250-MONOMER	molybdopterin synthase	CRE07.G322250	Cre07.g322250
PWY-6823	molybdenum cofactor biosynthesis	RXN-8342	EC-2.8.1.12	CHLREDRAFT_117925-MONOMER	molybdopterin synthase	CHLREDRAFT_117925	CNX5
PWY-6823	molybdenum cofactor biosynthesis	RXN-8340	EC-4.1.99.22	CRE08.G361050-MONOMER	GTP 3',8'-cyclase	CRE08.G361050	Cre08.g361050
PWY-6823	molybdenum cofactor biosynthesis	RXN-8340	EC-4.1.99.22	CRE06.G282150-MONOMER	GTP 3',8'-cyclase	CRE06.G282150	Cre06.g282150
PWY-6823	molybdenum cofactor biosynthesis	RXN-8340	EC-4.1.99.22	CRE13.G602901-MONOMER	GTP 3',8'-cyclase	CRE13.G602901	Cre13.g602901
PWY-6823	molybdenum cofactor biosynthesis	RXN-8340	EC-4.1.99.22	CHLREDRAFT_106419-MONOMER	GTP 3',8'-cyclase	CHLREDRAFT_106419	CNX2
PWY-735	jasmonic acid biosynthesis	RXN-10708	EC-3.1.2.20	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10706	EC-1.3.3.6	CRE16.G689050-MONOMER	fatty-acyl coenzyme A oxidase	CRE16.G689050	Cre16.g689050
PWY-735	jasmonic acid biosynthesis	RXN-10707	EC-1.3.3.6	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10696	EC-1.3.3.6	CRE16.G689050-MONOMER	fatty-acyl coenzyme A oxidase	CRE16.G689050	Cre16.g689050
PWY-735	jasmonic acid biosynthesis	RXN-10701	EC-2.3.1.16	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10700	EC-2.3.1.16	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10699	EC-2.3.1.16	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10703	EC-1.1.1.35	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10702	EC-1.1.1.35	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10698	EC-1.1.1.35	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10705	EC-4.2.1.17	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10704	EC-4.2.1.17	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10697	EC-4.2.1.17	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-10695	EC-6.2.1	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN-1321	EC-1.13.11.12	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	RXN1F-19	EC-4.2.1.92	unknown	unknown	unknown	unknown
PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	EC-1.3.1.42	CRE17.G727300-MONOMER	12-oxophytodienoate reductase	CRE17.G727300	Cre17.g727300
PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	EC-1.3.1.42	CRE03.G209393-MONOMER	12-oxophytodienoate reductase	CRE03.G209393	Cre03.g209393
PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	EC-1.3.1.42	CRE03.G210513-MONOMER	12-oxophytodienoate reductase	CRE03.G210513	Cre03.g210513
PWY-735	jasmonic acid biosynthesis	ALLENE-OXIDE-CYCLASE-RXN	EC-5.3.99.6	CRE01.G045200-MONOMER	allene oxide cyclase	CRE01.G045200	Cre01.g045200
PWY-735	jasmonic acid biosynthesis	RXN-745	-	unknown	unknown	unknown	unknown
ASPARTATE-DEG1-PWY	L-aspartate degradation I	ASPAMINOTRANS-RXN	EC-2.6.1.1	CRE06.G278249-MONOMER	aspartate transaminase	CRE06.G278249	Cre06.g278249
ASPARTATE-DEG1-PWY	L-aspartate degradation I	ASPAMINOTRANS-RXN	EC-2.6.1.1	CRE06.G257950-MONOMER	aspartate transaminase	CRE06.G257950	Cre06.g257950
ASPARTATE-DEG1-PWY	L-aspartate degradation I	ASPAMINOTRANS-RXN	EC-2.6.1.1	CRE09.G387726-MONOMER	aspartate transaminase	CRE09.G387726	Cre09.g387726
ASPARTATE-DEG1-PWY	L-aspartate degradation I	ASPAMINOTRANS-RXN	EC-2.6.1.1	CRE02.G097900-MONOMER	aspartate transaminase	CRE02.G097900	Cre02.g097900
ASPARTATE-DEG1-PWY	L-aspartate degradation I	ASPAMINOTRANS-RXN	EC-2.6.1.1	CRE02.G147302-MONOMER	aspartate transaminase	CRE02.G147302	Cre02.g147302
PWY-5381	pyridine nucleotide cycling (plants)	NICOTINAMID-RXN	EC-3.5.1.19	CRE09.G403034-MONOMER	nicotinamidase	CRE09.G403034	Cre09.g403034
PWY-5381	pyridine nucleotide cycling (plants)	NICOTINAMID-RXN	EC-3.5.1.19	CRE02.G081350-MONOMER	nicotinamidase	CRE02.G081350	Cre02.g081350
PWY-5381	pyridine nucleotide cycling (plants)	RXN-8444	EC-3.2.2	unknown	unknown	unknown	unknown
PWY-5381	pyridine nucleotide cycling (plants)	NAD-SYNTH-GLN-RXN	EC-6.3.5.1	CRE10.G435250-MONOMER	NAD+ synthetase, glutamine dependent	CRE10.G435250	Cre10.g435250
PWY-5381	pyridine nucleotide cycling (plants)	NAD-SYNTH-GLN-RXN	EC-6.3.5.1	CRE10.G435000-MONOMER	NAD+ synthetase, glutamine dependent	CRE10.G435000	Cre10.g435000
PWY-5381	pyridine nucleotide cycling (plants)	NAD-SYNTH-GLN-RXN	EC-6.3.5.1	GIO2-835-MONOMER	NAD+ synthetase, glutamine dependent	GIO2-835	Cre10.g435250
PWY-5381	pyridine nucleotide cycling (plants)	NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18	CRE14.G626950-MONOMER	nicotinate-mononucleotide adenylyltransferase	CRE14.G626950	Cre14.g626950
PWY-5381	pyridine nucleotide cycling (plants)	NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18	GIO2-3180-MONOMER	nicotinate-mononucleotide adenylyltransferase	GIO2-3180	Cre14.g626950
PWY-5381	pyridine nucleotide cycling (plants)	NICOTINATEPRIBOSYLTRANS-RXN	EC-6.3.4.21	unknown	unknown	unknown	unknown
PWY-5381	pyridine nucleotide cycling (plants)	RXN-8443	EC-2.7.1.173	unknown	unknown	unknown	unknown
PWY-5381	pyridine nucleotide cycling (plants)	RXN-8442	EC-2.4.2	unknown	unknown	unknown	unknown
PWY-5381	pyridine nucleotide cycling (plants)	RXN-8441	EC-3.2.2.3	unknown	unknown	unknown	unknown
PWY-5381	pyridine nucleotide cycling (plants)	RXN-5841	EC-3.1.3.5	unknown	unknown	unknown	unknown
PWY-5381	pyridine nucleotide cycling (plants)	NMNNUCLEOSID-RXN	EC-3.2.2.14	unknown	unknown	unknown	unknown
PWY-5381	pyridine nucleotide cycling (plants)	NADPYROPHOSPHAT-RXN	EC-3.6.1.22	CRE08.G367800-MONOMER	NAD pyrophosphatase	CRE08.G367800	Cre08.g367800
PWY-5381	pyridine nucleotide cycling (plants)	NADPYROPHOSPHAT-RXN	EC-3.6.1.22	CRE07.G336000-MONOMER	NAD pyrophosphatase	CRE07.G336000	Cre07.g336000
PWY-5381	pyridine nucleotide cycling (plants)	NADPYROPHOSPHAT-RXN	EC-3.6.1.22	CRE09.G396900-MONOMER	NAD pyrophosphatase	CRE09.G396900	Cre09.g396900
PWY-5381	pyridine nucleotide cycling (plants)	NADPYROPHOSPHAT-RXN	EC-3.6.1.22	CRE05.G247850-MONOMER	NAD pyrophosphatase	CRE05.G247850	Cre05.g247850
PWY-5381	pyridine nucleotide cycling (plants)	NADPYROPHOSPHAT-RXN	EC-3.6.1.22	CRE13.G582476-MONOMER	NAD pyrophosphatase	CRE13.G582476	Cre13.g582476
PWY-5381	pyridine nucleotide cycling (plants)	NADPYROPHOSPHAT-RXN	EC-3.6.1.22	CRE02.G081300-MONOMER	NAD pyrophosphatase	CRE02.G081300	Cre02.g081300
PWY-5381	pyridine nucleotide cycling (plants)	NADPYROPHOSPHAT-RXN	EC-3.6.1.22	CRE03.G184400-MONOMER	NAD pyrophosphatase	CRE03.G184400	Cre03.g184400
PWY-7394	urate conversion to allantoin II	RXN-11186	EC-1.14.13.113	CRE06.G288150-MONOMER	FAD-dependent urate hydroxylase	CRE06.G288150	Cre06.g288150
PWY-7394	urate conversion to allantoin II	RXN-11186	EC-1.14.13.113	CRE02.G083450-MONOMER	FAD-dependent urate hydroxylase	CRE02.G083450	Cre02.g083450
PWY-7394	urate conversion to allantoin II	3.5.2.17-RXN	EC-3.5.2.17	CRE17.G735950-MONOMER	5-hydroxyisourate hydrolase	CRE17.G735950	Cre17.g735950
PWY-7394	urate conversion to allantoin II	RXN-6201	EC-4.1.1.97	CRE17.G735950-MONOMER	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate decarboxylase	CRE17.G735950	Cre17.g735950
ASPARAGINE-BIOSYNTHESIS	L-asparagine biosynthesis I	ASNSYNB-RXN	EC-6.3.5.4	CRE10.G425300-MONOMER	L-aspartate:L-glutamine amido-ligase (AMP-forming)	CRE10.G425300	Cre10.g425300
ASPARAGINE-BIOSYNTHESIS	L-asparagine biosynthesis I	ASNSYNB-RXN	EC-6.3.5.4	CRE01.G004300-MONOMER	L-aspartate:L-glutamine amido-ligase (AMP-forming)	CRE01.G004300	Cre01.g004300
ASPARAGINE-BIOSYNTHESIS	L-asparagine biosynthesis I	ASNSYNB-RXN	EC-6.3.5.4	CRE09.G391171-MONOMER	L-aspartate:L-glutamine amido-ligase (AMP-forming)	CRE09.G391171	Cre09.g391171
ASPARAGINE-BIOSYNTHESIS	L-asparagine biosynthesis I	ASNSYNB-RXN	EC-6.3.5.4	CRE16.G680700-MONOMER	L-aspartate:L-glutamine amido-ligase (AMP-forming)	CRE16.G680700	Cre16.g680700
SERSYN-PWY	L-serine biosynthesis I	RXN0-5114	EC-3.1.3.3	unknown	unknown	unknown	unknown
SERSYN-PWY	L-serine biosynthesis I	PGLYCDEHYDROG-RXN	EC-1.1.1.95	CRE07.G344600-MONOMER	D-3-phosphoglycerate dehydrogenase	CRE07.G344600	Cre07.g344600
SERSYN-PWY	L-serine biosynthesis I	PGLYCDEHYDROG-RXN	EC-1.1.1.95	CRE07.G344550-MONOMER	D-3-phosphoglycerate dehydrogenase	CRE07.G344550	Cre07.g344550
SERSYN-PWY	L-serine biosynthesis I	PGLYCDEHYDROG-RXN	EC-1.1.1.95	CRE07.G344400-MONOMER	D-3-phosphoglycerate dehydrogenase	CRE07.G344400	Cre07.g344400
SERSYN-PWY	L-serine biosynthesis I	PSERTRANSAM-RXN	EC-2.6.1.52	CRE07.G331550-MONOMER	3-phosphoserine aminotransferase	CRE07.G331550	Cre07.g331550
PWYIO2-6	phosphatidate metabolism, as a signaling molecule (Chlamydomonas)	RXN-13336	EC-2.7.4	unknown	unknown	unknown	unknown
PWYIO2-6	phosphatidate metabolism, as a signaling molecule (Chlamydomonas)	DIACYLGLYKIN-RXN	EC-2.7.1.107	CRE07.G325550-MONOMER	diacylglycerol kinase	CRE07.G325550	Cre07.g325550
PWYIO2-6	phosphatidate metabolism, as a signaling molecule (Chlamydomonas)	DIACYLGLYKIN-RXN	EC-2.7.1.107	CRE07.G312400-MONOMER	diacylglycerol kinase	CRE07.G312400	Cre07.g312400
PWYIO2-6	phosphatidate metabolism, as a signaling molecule (Chlamydomonas)	RXNIO2-12	EC-3.1.1.4	MONOMERIO2-17	Phospholipase A(2)	unknown	unknown
PWYIO2-6	phosphatidate metabolism, as a signaling molecule (Chlamydomonas)	RXNIO2-11	EC-3.1.4.4	unknown	unknown	unknown	unknown
PWYIO2-6	phosphatidate metabolism, as a signaling molecule (Chlamydomonas)	3.1.4.11-RXN	EC-3.1.4.11	CRE06.G270200-MONOMER	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase	CRE06.G270200	Cre06.g270200
PWYIO2-6	phosphatidate metabolism, as a signaling molecule (Chlamydomonas)	3.1.4.11-RXN	EC-3.1.4.11	MONOMERIO2-5884	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase	CRE06.G266200	Cre06.g266200
PWY-6959	L-ascorbate degradation V	RXN-12862	-	unknown	unknown	unknown	unknown
PWY-6959	L-ascorbate degradation V	RXN-12440	EC-1.11.1.11	CRE06.G285150-MONOMER	<small>L</small>-ascorbate peroxidase	CRE06.G285150	Cre06.g285150
PWY-6959	L-ascorbate degradation V	RXN-12440	EC-1.11.1.11	CRE05.G233900-MONOMER	<small>L</small>-ascorbate peroxidase	CRE05.G233900	Cre05.g233900
PWY-6959	L-ascorbate degradation V	RXN-12440	EC-1.11.1.11	CRE02.G087700-MONOMER	<small>L</small>-ascorbate peroxidase	CRE02.G087700	Cre02.g087700
PWY-6959	L-ascorbate degradation V	RXN-12861	-	unknown	unknown	unknown	unknown
PWY-6959	L-ascorbate degradation V	RXN-12870	-	unknown	unknown	unknown	unknown
PWY-6959	L-ascorbate degradation V	RXN-12871	-	unknown	unknown	unknown	unknown
PWY-3742	tetrahydrofolate biosynthesis II	METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9	CRE17.G698450-MONOMER	methenyltetrahydrofolate cyclohydrolase	CRE17.G698450	Cre17.g698450
PWY-3742	tetrahydrofolate biosynthesis II	METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9	CRE03.G162650-MONOMER	methenyltetrahydrofolate cyclohydrolase	CRE03.G162650	Cre03.g162650
PWY-3742	tetrahydrofolate biosynthesis II	METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9	CRE03.G182450-MONOMER	methenyltetrahydrofolate cyclohydrolase	CRE03.G182450	Cre03.g182450
PWY-3742	tetrahydrofolate biosynthesis II	FORMATETHFLIG-RXN	EC-6.3.4.3	CRE13.G566000-MONOMER	formate:tetrahydropteroylpolyglutamate ligase	CRE13.G566000	Cre13.g566000
PWY-3742	tetrahydrofolate biosynthesis II	RXN-6142	-	unknown	unknown	unknown	unknown
PWY-3742	tetrahydrofolate biosynthesis II	FOLYLPOLYGLUTAMATESYNTH-RXN	EC-6.3.2.17	CRE05.G239067-MONOMER	folylpoly-&alpha;-glutamate synthetase	CRE05.G239067	Cre05.g239067
PWY-3742	tetrahydrofolate biosynthesis II	FOLYLPOLYGLUTAMATESYNTH-RXN	EC-6.3.2.17	CRE05.G239100-MONOMER	folylpoly-&alpha;-glutamate synthetase	CRE05.G239100	Cre05.g239100
PWY-3742	tetrahydrofolate biosynthesis II	RXN-6102	EC-6.3.2.17	CRE05.G239067-MONOMER	Tetrahydrofolate synthase	CRE05.G239067	Cre05.g239067
PWY-3742	tetrahydrofolate biosynthesis II	RXN-6102	EC-6.3.2.17	CRE05.G239100-MONOMER	Tetrahydrofolate synthase	CRE05.G239100	Cre05.g239100
PWY-3742	tetrahydrofolate biosynthesis II	ADCLY-RXN	EC-4.1.3.38	CRE13.G576400-MONOMER	aminodeoxychorismate lyase	CRE13.G576400	Cre13.g576400
PWY-3742	tetrahydrofolate biosynthesis II	PABASYN-RXN	EC-2.6.1.85	CRE03.G181400-MONOMER	4-amino-4-deoxychorismate synthase	CRE03.G181400	Cre03.g181400
PWY-3742	tetrahydrofolate biosynthesis II	DIHYDROFOLATEREDUCT-RXN	EC-1.5.1.3	CRE09.G402150-MONOMER	dihydrofolate reductase	CRE09.G402150	Cre09.g402150
PWY-3742	tetrahydrofolate biosynthesis II	DIHYDROFOLATEREDUCT-RXN	EC-1.5.1.3	CRE17.G715900-MONOMER	dihydrofolate reductase	CRE17.G715900	Cre17.g715900
PWY-3742	tetrahydrofolate biosynthesis II	DIHYDROFOLATESYNTH-RXN	EC-6.3.2.12	CRE03.G176800-MONOMER	dihydrofolate synthetase	CRE03.G176800	Cre03.g176800
PWY-3742	tetrahydrofolate biosynthesis II	H2PTEROATESYNTH-RXN	EC-2.5.1.15	CRE10.G428550-MONOMER	dihydropteroate synthase	CRE10.G428550	Cre10.g428550
PWY-3742	tetrahydrofolate biosynthesis II	H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-2.7.6.3	CRE10.G428550-MONOMER	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	CRE10.G428550	Cre10.g428550
PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINALDOL-RXN	EC-4.1.2.25	CRE02.G097450-MONOMER	dihydroneopterin aldolase	CRE02.G097450	Cre02.g097450
PWY-3742	tetrahydrofolate biosynthesis II	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	EC-3.6.1	unknown	unknown	unknown	unknown
PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1.67	CRE07.G336000-MONOMER	dihydroneopterin triphosphate diphosphatase	CRE07.G336000	Cre07.g336000
PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1.67	CRE05.G247850-MONOMER	dihydroneopterin triphosphate diphosphatase	CRE05.G247850	Cre05.g247850
PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1.67	CRE03.G184400-MONOMER	dihydroneopterin triphosphate diphosphatase	CRE03.G184400	Cre03.g184400
PWY-3742	tetrahydrofolate biosynthesis II	GTP-CYCLOHYDRO-I-RXN	EC-3.5.4.16	CRE09.G393913-MONOMER	GTP cyclohydrolase I	CRE09.G393913	Cre09.g393913
PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-7226	-	unknown	unknown	unknown	unknown
PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-7221	-	unknown	unknown	unknown	unknown
PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-7219	-	unknown	unknown	unknown	unknown
PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-7227	-	unknown	unknown	unknown	unknown
PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-6124	-	unknown	unknown	unknown	unknown
PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-6121	-	unknown	unknown	unknown	unknown
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	CRE09.G386758-MONOMER	acetolactate synthase	CRE09.G386758	Cre09.g386758
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	CRE13.G567300-MONOMER	acetolactate synthase	CRE13.G567300	Cre13.g567300
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	CRE01.G055453-MONOMER	acetolactate synthase	CRE01.G055453	Cre01.g055453
VALSYN-PWY	L-valine biosynthesis	ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86	CRE10.G434750-MONOMER	(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate:NADP<sup>+</sup> oxidoreductase (isomerizing)	CRE10.G434750	Cre10.g434750
VALSYN-PWY	L-valine biosynthesis	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42	unknown	unknown	unknown	unknown
VALSYN-PWY	L-valine biosynthesis	DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9	CRE03.G206600-MONOMER	2,3-dihydroxy-isovalerate dehydratase	CRE03.G206600	Cre03.g206600
PWY-1581	plastoquinol-9 biosynthesis I	RXN-2762	EC-2.1.1.295	CRE14.G624350-MONOMER	2-methyl-6-solanyl-1,4-benzoquinone methyltransferase	CRE14.G624350	Cre14.g624350
PWY-1581	plastoquinol-9 biosynthesis I	RXN-2762	EC-2.1.1.295	MONOMERIO2-5939	2-methyl-6-solanyl-1,4-benzoquinone methyltransferase	CRE14.G625450	Cre14.g625450
PWY-1581	plastoquinol-9 biosynthesis I	RXN-2761	EC-2.5.1.117	CRE06.G283750-MONOMER	homogentisate solanyltransferase	CRE06.G283750	Cre06.g283750
PWY-1581	plastoquinol-9 biosynthesis I	RXN-2761	EC-2.5.1.117	CRE03.G201150-MONOMER	homogentisate solanyltransferase	CRE03.G201150	Cre03.g201150
PWY-1581	plastoquinol-9 biosynthesis I	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	EC-1.13.11.27	CRE09.G399030-MONOMER	4-hydroxyphenylpyruvate dioxygenase	CRE09.G399030	Cre09.g399030
PWY-1581	plastoquinol-9 biosynthesis I	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	EC-1.13.11.27	CRE09.G398993-MONOMER	4-hydroxyphenylpyruvate dioxygenase	CRE09.G398993	Cre09.g398993
PWY-1581	plastoquinol-9 biosynthesis I	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	EC-1.13.11.27	CRE01.G052601-MONOMER	4-hydroxyphenylpyruvate dioxygenase	CRE01.G052601	Cre01.g052601
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	RXN-15121	-	unknown	unknown	unknown	unknown
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	RXN-15123	EC-3.5.99.10	unknown	unknown	unknown	unknown
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	RXN-15122	-	CRE14.G632759-MONOMER	Cre14.g632759	CRE14.G632759	Cre14.g632759
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	RXN-15122	-	CRE02.G073200-MONOMER	Cre02.g073200	CRE02.G073200	Cre02.g073200
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	ACETOOHBUTSYN-RXN	EC-2.2.1.6	unknown	unknown	unknown	unknown
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	ACETOOHBUTREDUCTOISOM-RXN	EC-1.1.1.86	unknown	unknown	unknown	unknown
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC-2.6.1.42	unknown	unknown	unknown	unknown
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9	unknown	unknown	unknown	unknown
PWY-7546	diphthamide biosynthesis II (eukaryotes)	RXN-15775	EC-2.1.1.314	CRE05.G233300-MONOMER	diphthine synthase	CRE05.G233300	Cre05.g233300
PWY-7546	diphthamide biosynthesis II (eukaryotes)	RXN-15776	EC-3.1.1.97	CRE10.G434300-MONOMER	methylated diphthine methylhydrolase	CRE10.G434300	Cre10.g434300
PWY-7546	diphthamide biosynthesis II (eukaryotes)	RXN-11371	EC-2.5.1.108	MONOMERIO2-5979	2-(3-amino-3-carboxypropyl)histidine synthase	CRE08.G376150	Cre08.g376150
PWY-7546	diphthamide biosynthesis II (eukaryotes)	RXN-11371	EC-2.5.1.108	CRE16.G653850-MONOMER	2-(3-amino-3-carboxypropyl)histidine synthase	CRE16.G653850	Cre16.g653850
PWY-7546	diphthamide biosynthesis II (eukaryotes)	RXN-11371	EC-2.5.1.108	CRE09.G408500-MONOMER	2-(3-amino-3-carboxypropyl)histidine synthase	CRE09.G408500	Cre09.g408500
PWY-7546	diphthamide biosynthesis II (eukaryotes)	DIPHTINE--AMMONIA-LIGASE-RXN	EC-6.3.1.14	MONOMERIO2-5767	diphthine&mdash;ammonia ligase	CRE01.G033091	Cre01.g033091
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	URUR-RXN	EC-3.5.3.26	CRE06.G290000-MONOMER	(S)-ureidoglycine aminohydrolase	CRE06.G290000	Cre06.g290000
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	ALLANTOATE-DEIMINASE-RXN	EC-3.5.3.9	CRE13.G580700-MONOMER	allantoate amidohydrolase	CRE13.G580700	Cre13.g580700
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	ALLANTOINASE-RXN	EC-3.5.2.5	CRE13.G592050-MONOMER	allantoinase	CRE13.G592050	Cre13.g592050
ASPARAGINE-DEG1-PWY	L-asparagine degradation I	ASPARAGHYD-RXN	EC-3.5.1.38	MONOMERIO2-5971	asparaginase	CRE08.G385400	Cre08.g385400
ASPARAGINE-DEG1-PWY	L-asparagine degradation I	ASPARAGHYD-RXN	EC-3.5.1.38	CRE11.G480750-MONOMER	asparaginase	CRE11.G480750	Cre11.g480750
ASPARAGINE-DEG1-PWY	L-asparagine degradation I	ASPARAGHYD-RXN	EC-3.5.1.38	CRE06.G298200-MONOMER	asparaginase	CRE06.G298200	Cre06.g298200
