This file contains a set of tab-delimited tables describing the differences between an existing PGDB and a new annotation file.
This file was generated on 08-Jun-2018  09:39:34.

Changes to Gene Attributes
The following 6 genes have changes to the COMMON-NAME attribute:

* = already updated

 	Gene ID	Gene Accession	Old Value(s)	New Value(s)	
	GIO2-3749	Cre12.g551352	L-amino-acid oxidase	<none>	
	GIO2-747	Cre12.g551350	2-aminomuconate deaminase	<none>	
	GIO2-771	Cre12.g551200	a-amylase	<none>	
	GIO2-771	Cre12.g551200	a-amylase	<none>	
	GIO2-771	Cre12.g551200	a-amylase	<none>	
	GIO2-3924	Cre12.g550700	<none>	<none>	
	GIO2-1779	Cre12.g550550	guanylate cyclase	<none>	
	GIO2-4195	Cre12.g550400	thioredoxin-disulfide reductase	<none>	
	GIO2-1425	Cre12.g550200	methyl halide transferase	<none>	
	GIO2-1425	Cre12.g550200	methyl halide transferase	<none>	
	GIO2-1425	Cre12.g550200	thiol S-methyltransferase	<none>	
	GIO2-1425	Cre12.g550200	methyl halide transferase	<none>	
	GIO2-1466	Cre12.g549852	D-fructuronate reductase (NADPH)	<none>	
	GIO2-1466	Cre12.g549852	D-gluconate 5-dehydrogenase (NADP)	<none>	
	GIO2-254	Cre12.g549550	purine-nucleoside phosphorylase	<none>	
	GIO2-254	Cre12.g549550	purine-nucleoside phosphorylase	<none>	
	GIO2-2098	Cre12.g549500	pyrimidodiazepine synthase<p	<none>	
	GIO2-1728	Cre12.g549450	acylpyruvate hydrolase	<none>	
	GIO2-923	Cre12.g549427	ribonucleoside-triphosphate reductase	<none>	
	GIO2-5049	Cre12.g549050	strictosidine synthase	<none>	
	GIO2-1423	Cre12.g548950	photosystem II	<none>	
	GIO2-1884	Cre12.g548651	long-chain-alcohol O-fatty-acyltransferase	<none>	
	GIO2-1608	Cre12.g548400	photosystem II	<none>	
	GIO2-1874	Cre12.g548050	guanylate cyclase	<none>	
	GIO2-1077	Cre12.g547800	phenylacetaldehyde reductase	<none>	
	GIO2-2965	Cre12.g547750	<none>	<none>	
	GIO2-4176	Cre12.g547351	<none>	<none>	
	GIO2-1132	Cre12.g547302	Cre12.g547302.t1.1	<none>	
	GIO2-1293	Cre12.g547300	sulfate-transporting ATPase	<none>	
	GIO2-3152	Cre12.g547150	<none>	<none>	
	GIO2-3785	Cre12.g547100	3'-demethylstaurosporine O-methyltransferase	<none>	
	GIO2-2739	Cre12.g546050	<none>	<none>	
	GIO2-5145	Cre12.g545101	xanthine dehydrogenase	<none>	
	GIO2-1847	Cre12.g544000	pyridoxine 4-dehydrogenase	<none>	
	GIO2-993	Cre12.g543902	ribulokinase	<none>	
	GIO2-1858	Cre12.g543900	acid phosphatase	<none>	
	GIO2-3206	Cre12.g543400	S-(hydroxymethyl)glutathione dehydrogenase	<none>	
	GIO2-3206	Cre12.g543400	alcohol dehydrogenase	<none>	
	GIO2-3206	Cre12.g543400	alcohol dehydrogenase	<none>	
	GIO2-839	Cre12.g543350	S-(hydroxymethyl)glutathione dehydrogenase	<none>	
	GIO2-839	Cre12.g543350	alcohol dehydrogenase	<none>	
	GIO2-839	Cre12.g543350	alcohol dehydrogenase	<none>	
	GIO2-820	Cre12.g543052	kynurenine 3-monooxygenase	<none>	
	GIO2-3348	Cre12.g542850	acireductone dioxygenase [iron(II)-requiring]	<none>	
	GIO2-2723	Cre12.g542300	<none>	<none>	
	GIO2-5090	Cre12.g542250	purine-nucleoside phosphorylase	<none>	
	GIO2-5090	Cre12.g542250	purine-nucleoside phosphorylase	<none>	
	GIO2-1017	Cre12.g542202	diaminohydroxyphosphoribosylaminopyrimidine deaminase	<none>	
	GIO2-1302	Cre12.g542150	neoxanthin synthase	<none>	
	GIO2-2536	Cre12.g541850	<none>	<none>	
	GIO2-1871	Cre12.g541750	phytoene desaturase (3,4-didehydrolycopene-forming)	<none>	
	GIO2-1871	Cre12.g541750	15-cis-phytoene desaturase	<none>	
	GIO2-1871	Cre12.g541750	all-trans phytofluene desaturase	<none>	
	GIO2-1871	Cre12.g541750	phytoene desaturase (3,4-didehydrolycopene-forming)	<none>	
	GIO2-1871	Cre12.g541750	all-trans-neurosporene desaturase	<none>	
	GIO2-1871	Cre12.g541750	all-trans-z-carotene desaturase	<none>	
	GIO2-1871	Cre12.g541750	all-trans-z-carotene desaturase	<none>	
	GIO2-3668	Cre12.g541352	triacylglycerol lipase	<none>	
	GIO2-4088	Cre12.g540650	Cre12.g540650.t1.2	<none>	
	GIO2-4088	Cre12.g540650	sulfate-transporting ATPase	<none>	
	GIO2-1794	Cre12.g540550	lipid-phosphate phosphatase	<none>	
	GIO2-1794	Cre12.g540550	soluble epoxide hydrolase	<none>	
	GIO2-1408	Cre12.g539900	4-methyl-2-oxopentanoate dehydrogenase (acylating)	<none>	
	GIO2-1408	Cre12.g539900	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)<p	<none>	
	GIO2-1408	Cre12.g539900	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase	<none>	
	GIO2-1408	Cre12.g539900	(S)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	<none>	
	GIO2-1408	Cre12.g539900	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)<p	<none>	
	GIO2-1408	Cre12.g539900	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase	<none>	
	GIO2-1408	Cre12.g539900	2-oxoisovalerate dehydrogenase (acylating)	<none>	
	GIO2-1408	Cre12.g539900	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase	<none>	
	GIO2-1408	Cre12.g539900	dihydrolipoyl dehydrogenase	<none>	
	GIO2-1408	Cre12.g539900	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)<p	<none>	
	GIO2-3756	Cre12.g539000	<none>	<none>	
	GIO2-3958	Cre12.g538650	uroporphyrinogen-III C-methyltransferase	<none>	
	GIO2-3958	Cre12.g538650	uroporphyrinogen-III C-methyltransferase	<none>	
	GIO2-3958	Cre12.g538650	precorrin-1 C-methyltransferase	<none>	
	GIO2-3717	Cre12.g538450	<none>	<none>	
	GIO2-1113	Cre12.g538350	ferroxidase<p	<none>	
	GIO2-1692	Cre12.g538250	dextransucrase	<none>	
	GIO2-4573	Cre12.g538100	Cre12.g538100.t1.2	<none>	
	GIO2-1529	Cre12.g537641	1-acylglycerophosphocholine O-acyltransferase	<none>	
	GIO2-3976	Cre12.g537581	phosphoribosylaminoimidazolecarboxamide formyltransferase	<none>	
	GIO2-3976	Cre12.g537581	IMP cyclohydrolase	<none>	
	GIO2-350	Cre12.g537500	Cre12.g537500.t1.1	<none>	
	GIO2-4979	Cre12.g537450	cytochrome-c oxidase	<none>	
	GIO2-4792	Cre12.g537200	<none>	<none>	
	GIO2-5259	Cre12.g537100	valine-tRNA ligase	<none>	
	GIO2-4673	Cre12.g536050	<none>	<none>	
	GIO2-2540	Cre12.g536000	<none>	<none>	
	GIO2-2504	Cre12.g535950	<none>	<none>	
	GIO2-2504	Cre12.g535950	<none>	<none>	
	GIO2-2504	Cre12.g535950	<none>	<none>	
	GIO2-2504	Cre12.g535950	<none>	<none>	
	GIO2-2504	Cre12.g535950	<none>	<none>	
	GIO2-989	Cre12.g535750	N-carbamoylputrescine amidase	<none>	
	GIO2-578	Cre12.g535550	feruloyl esterase	<none>	
	GIO2-551	Cre12.g535050	adenylate cyclase	<none>	
	GIO2-43	Cre12.g534800	<none>	<none>	
	GIO2-4079	Cre12.g534350	3-hydroxyacyl-CoA dehydrogenase	<none>	
	GIO2-4079	Cre12.g534350	3-hydroxybutyryl-CoA dehydrogenase	<none>	
	GIO2-1362	Cre12.g534050	phospholipase A2</small	<none>	
	GIO2-1204	Cre12.g533700	adenylate cyclase	<none>	
	GIO2-1520	Cre12.g533550	pyruvate kinase	<none>	
	GIO2-4074	Cre12.g533500	adenylate cyclase	<none>	
	GIO2-2720	Cre12.g532450	<none>	<none>	
	GIO2-907	Cre12.g532200	alcohol O-acetyltransferase	<none>	
	GIO2-1733	Cre12.g531900	Cre12.g531900.t1.2	<none>	
	GIO2-1154	Cre12.g531700	AMP deaminase	<none>	
	GIO2-639	Cre12.g531450	Cre12.g531450.t1.2	<none>	
	GIO2-1670	Cre12.g531250	Cre12.g531250.t1.1	<none>	
	GIO2-1909	Cre12.g531200	ferroxidase<p	<none>	
	GIO2-1055	Cre12.g531150	ribokinase	<none>	
	GIO2-545	Cre12.g530950	triacylglycerol lipase	<none>	
	GIO2-739	Cre12.g530900	sulfate-transporting ATPase	<none>	
	GIO2-699	Cre12.g530650	glutamate-ammonia ligase	<none>	
	GIO2-1186	Cre12.g530600	glutamate-ammonia ligase	<none>	
	GIO2-1705	Cre12.g530550	sphinganine kinase	<none>	
	GIO2-1705	Cre12.g530550	Cre12.g530550.t1.1	<none>	
	GIO2-4820	Cre12.g530050	<none>	<none>	
	GIO2-1286	Cre12.g529350	demethylmenaquinone methyltransferase	<none>	
	GIO2-1286	Cre12.g529350	demethylmenaquinone methyltransferase	<none>	
	GIO2-1286	Cre12.g529350	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	<none>	
	GIO2-1286	Cre12.g529350	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	<none>	
	GIO2-5027	Cre12.g529301	Cre12.g529301.t1.1	<none>	
	GIO2-1554	Cre12.g528850	peptide-N4-(N-acetyl-b-glucosaminyl)asparagine amidase	<none>	
	GIO2-2486	Cre12.g528700	tryptophan synthase	<none>	
	GIO2-2486	Cre12.g528700	tryptophan synthase	<none>	
	GIO2-2486	Cre12.g528700	<none>	<none>	
	GIO2-1246	Cre12.g528550	3-oxo-5a-steroid 4-dehydrogenase	<none>	
	GIO2-3166	Cre12.g528500	2-hydroxy-dATP diphosphatase	<none>	
	GIO2-3166	Cre12.g528500	8-oxo-dGTP diphosphatase	<none>	
	GIO2-2048	Cre12.g528450	<none>	<none>	
	GIO2-2048	Cre12.g528450	<none>	<none>	
	GIO2-1125	Cre12.g527950	undecaprenyldiphospho-muramoylpentapeptide b-N-acetylglucosaminyltransferase	<none>	
	GIO2-1125	Cre12.g527950	undecaprenyldiphospho-muramoylpentapeptide b-N-acetylglucosaminyltransferase	<none>	
	GIO2-1369	Cre12.g527800	dynein ATPase	<none>	
	GIO2-1504	Cre12.g527700	adenylate cyclase	<none>	
	GIO2-1504	Cre12.g527700	guanylate cyclase	<none>	
	GIO2-1404	Cre12.g527400	Cre12.g527400.t1.1	<none>	
	GIO2-891	Cre12.g527100	polar-amino-acid-transporting ATPase	<none>	
	GIO2-2350	Cre12.g526800	<none>	<none>	
	GIO2-3912	Cre12.g525700	<none>	<none>	
	GIO2-2788	Cre12.g525650	selenocysteine lyase	<none>	
	GIO2-2788	Cre12.g525650	cysteine desulfurase	<none>	
	GIO2-2788	Cre12.g525650	cysteine desulfurase	<none>	
	GIO2-2788	Cre12.g525650	cysteine desulfurase	<none>	
	GIO2-1287	Cre12.g524700	5'-nucleotidase	<none>	
	GIO2-4970	Cre12.g524650	Cre12.g524650.t1.2	<none>	
	GIO2-2987	Cre12.g524000	<none>	<none>	
	GIO2-4214	Cre12.g523850	ubiquinol-cytochrome C oxidoreductase	<none>	
	GIO2-1481	Cre12.g523550	demethylmenaquinone methyltransferase	<none>	
	GIO2-5241	Cre12.g523300	Dolichyl-diphosphooligosaccharide--protein glycotransferase	<none>	
	GIO2-5131	Cre12.g523050	1-phosphatidylinositol-3-phosphate 5-kinase	<none>	
	GIO2-781	Cre12.g522650	glycolipid 6-a-mannosyltransferase	<none>	
	GIO2-2919	Cre12.g521700	<none>	<none>	
	GIO2-1164	Cre12.g521650	diacylglycerol O-acyltransferase	<none>	
	GIO2-387	Cre12.g521400	cobyrinate a,c-diamide synthase	<none>	
	GIO2-387	Cre12.g521400	Cre12.g521400.t1.2	<none>	
	GIO2-387	Cre12.g521400	Cre12.g521400.t1.2	<none>	
	GIO2-4008	Cre12.g520950	dynein ATPase	<none>	
	GIO2-615	Cre12.g520700	aminocyclopropanecarboxylate oxidase	<none>	
	GIO2-1735	Cre12.g520450	Cre12.g520450.t1.1	<none>	
	GIO2-2957	Cre12.g520350	Cre12.g520350.t1.2	<none>	
	GIO2-2957	Cre12.g520350	1-pyrroline-5-carboxylate dehydrogenase	<none>	
	GIO2-2957	Cre12.g520350	1-pyrroline-5-carboxylate dehydrogenase	<none>	
	GIO2-3986	Cre12.g520100	guanylate cyclase	<none>	
	GIO2-17	Cre12.g519950	<none>	<none>	
	GIO2-4010	Cre12.g519900	<none>	<none>	
	GIO2-2854	Cre12.g519100	acetyl-CoA carboxylase	<none>	
	GIO2-1472	Cre12.g519000	phosphoribosylanthranilate isomerase	<none>	
	GIO2-1311	Cre12.g518900	pyridoxine 4-dehydrogenase	<none>	
	GIO2-4185	Cre12.g518650	3b-hydroxy-4a-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating)	<none>	
	GIO2-912	Cre12.g518350	guanylate cyclase	<none>	
	GIO2-2634	Cre12.g517700	<none>	<none>	
	GIO2-1783	Cre12.g517550	arsenite methyltransferase	<none>	
	GIO2-1783	Cre12.g517550	arsenite methyltransferase	<none>	
	GIO2-430	Cre12.g517150	<none>	<none>	
	GIO2-1793	Cre12.g517100	chalcone isomerase	<none>	
	GIO2-2787	Cre12.g516550	<none>	<none>	
	GIO2-4503	Cre12.g516450	<none>	<none>	
	GIO2-4503	Cre12.g516450	<none>	<none>	
	GIO2-4503	Cre12.g516450	<none>	<none>	
	GIO2-4503	Cre12.g516450	<none>	<none>	
	GIO2-4062	Cre12.g516350	<none>	<none>	
	GIO2-2315	Cre12.g514750	<none>	<none>	
	GIO2-764	Cre12.g514700	chlorophyllase	<none>	
	GIO2-764	Cre12.g514700	chlorophyllase	<none>	
	GIO2-1229	Cre12.g514600	[pyruvate, phosphate dikinase]-phosphate phosphotransferase	<none>	
	GIO2-333	Cre12.g514300	sphingosine N-acyltransferase	<none>	
	GIO2-4750	Cre12.g514200	<none>	<none>	
	GIO2-3086	Cre12.g514050	glutamate synthase (ferredoxin)<p	<none>	
	GIO2-3086	Cre12.g514050	Cre12.g514050.t1.2	<none>	
	GIO2-3086	Cre12.g514050	Cre12.g514050.t1.2	<none>	
	GIO2-1189	Cre12.g514000	sphingosine N-acyltransferase	<none>	
	GIO2-625	Cre12.g513750	glutathione dehydrogenase (ascorbate)	<none>	
	GIO2-5154	Cre12.g513450	purine-nucleoside phosphorylase	<none>	
	GIO2-5154	Cre12.g513450	purine-nucleoside phosphorylase	<none>	
	GIO2-585	Cre12.g513400	endo-1,3(4)-b-glucanase	<none>	
	GIO2-4587	Cre12.g513200	<none>	<none>	
	GIO2-590	Cre12.g513100	2-acetamido-4-O-(2-amino-2-deoxy-b-D-glucopyranosyl)-2-deoxy-D-glucose exo-b-D-glucosaminidase	<none>	
	GIO2-590	Cre12.g513100	exo-1,4-b-D-glucosaminidase	<none>	
	GIO2-927	Cre12.g513000	lactosylceramide 1,3-N-acetyl-b-D-glucosaminyltransferase	<none>	
	GIO2-3482	Cre12.g512300	linoleate 9S-lipoxygenase	<none>	
	GIO2-3482	Cre12.g512300	<none>	<none>	
	GIO2-3482	Cre12.g512300	<none>	<none>	
	GIO2-2501	Cre12.g511900	<none>	<none>	
	GIO2-2998	Cre12.g511700	geranylgeranyl-diphosphate all-trans-nonaprenyl diphosphate synthase	<none>	
	GIO2-1565	Cre12.g511200	NADH:ubiquinone reductase (H+-translocating)	<none>	
	GIO2-4600	Cre12.g511150	glycerol-3-phosphate dehydrogenase (NAD+)	<none>	
	GIO2-2682	Cre12.g510800	<none>	<none>	
	GIO2-2496	Cre12.g510650	<none>	<none>	
	GIO2-4314	Cre12.g510050	<none>	<none>	
	GIO2-4314	Cre12.g510050	<none>	<none>	
	GIO2-4314	Cre12.g510050	<none>	<none>	
	GIO2-4314	Cre12.g510050	<none>	<none>	
	GIO2-4652	Cre12.g509750	ubiquinol-cytochrome-c reductase<p	<none>	
	GIO2-2116	Cre12.g509650	Cre12.g509650.t1.1	<none>	
	GIO2-2116	Cre12.g509650	Cre12.g509650.t1.1	<none>	
	GIO2-2116	Cre12.g509650	Cre12.g509650.t1.1	<none>	
	GIO2-2116	Cre12.g509650	<none>	<none>	
	GIO2-2116	Cre12.g509650	<none>	<none>	
	GIO2-132	Cre12.g509550	<none>	<none>	
	GIO2-3850	Cre12.g509400	ribonucleoside-diphosphate reductase	<none>	
	GIO2-847	Cre12.g509250	adenylyl-sulfate reductase (glutathione)	<none>	
	GIO2-695	Cre12.g508852	biotin-[acetyl-CoA-carboxylase] ligase	<none>	
	GIO2-695	Cre12.g508852	biotin-[propionyl-CoA-carboxylase (ATP-hydrolysing)] ligase	<none>	
	GIO2-695	Cre12.g508852	biotin-[methylmalonyl-CoA-carboxytransferase] ligase	<none>	
	GIO2-695	Cre12.g508852	biotin-[methylcrotonoyl-CoA-carboxylase] ligase	<none>	
	GIO2-2040	Cre12.g508850	glutathione transferase	<none>	
	GIO2-2775	Cre12.g508700	<none>	<none>	
	GIO2-2775	Cre12.g508700	<none>	<none>	
	GIO2-5054	Cre12.g508550	3-methyl-2-oxobutanoate hydroxymethyltransferase	<none>	
	GIO2-1700	Cre12.g507558	w-amidase	<none>	
	GIO2-4921	Cre12.g507400	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-4921	Cre12.g507400	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-4921	Cre12.g507400	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-4921	Cre12.g507400	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-677	Cre12.g507051	b-fructofuranosidase	<none>	
	GIO2-3094	Cre12.g506600	<none>	<none>	
	GIO2-1752	Cre12.g505400	1-alkyl-2-acetylglycerophosphocholine esterase	<none>	
	GIO2-3723	Cre12.g505350	<none>	<none>	
	GIO2-3723	Cre12.g505350	<none>	<none>	
	GIO2-5364	Cre12.g504950	Cre12.g504950.t1.2	<none>	
	GIO2-990	Cre12.g504350	2-acylglycerol O-acyltransferase	<none>	
	GIO2-1708	Cre12.g504100	procollagen-proline dioxygenase	<none>	
	GIO2-4771	Cre12.g504050	sphingosine N-acyltransferase	<none>	
	GIO2-269	Cre12.g503750	6-hydroxynicotinate 3-monooxygenase	<none>	
	GIO2-2373	Cre12.g503650	3'-demethylstaurosporine O-methyltransferase	<none>	
	GIO2-3629	Cre12.g503550	<none>	<none>	
	GIO2-3353	Cre12.g503300	<none>	<none>	
	GIO2-1006	Cre12.g503000	glycerol-3-phosphate-transporting ATPase	<none>	
	GIO2-1316	Cre12.g502500	xylogalacturonan b-1,3-xylosyltransferase	<none>	
	GIO2-1100	Cre12.g502450	xylogalacturonan b-1,3-xylosyltransferase	<none>	
	GIO2-1966	Cre12.g501900	b-fructofuranosidase	<none>	
	GIO2-887	Cre12.g501850	levanase	<none>	
	GIO2-887	Cre12.g501850	fructan b-fructosidase	<none>	
	GIO2-887	Cre12.g501850	fructan b-(2,1)-fructosidase	<none>	
	GIO2-887	Cre12.g501850	fructan b-(2,6)-fructosidase	<none>	
	GIO2-867	Cre12.g501050	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	<none>	
	GIO2-867	Cre12.g501050	succinate-semialdehyde dehydrogenase (NAD+)	<none>	
	GIO2-4237	Cre12.g500715	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-4237	Cre12.g500715	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-4237	Cre12.g500715	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-4237	Cre12.g500715	long-chain-fatty-acid-CoA ligase	<none>	
	GIO2-4237	Cre12.g500715	CDP-diacylglycerol-inositol 3-phosphatidyltransferase	<none>	
	GIO2-1683	Cre12.g500500	24-methylenesterol C-methyltransferase	<none>	
	GIO2-152	Cre12.g500150	aldehyde dehydrogenase (NAD+)	<none>	
	GIO2-1271	Cre12.g499600	cysteine desulfurase	<none>	
	GIO2-1271	Cre12.g499600	cysteine desulfurase	<none>	
	GIO2-1271	Cre12.g499600	cysteine desulfurase	<none>	
	GIO2-1271	Cre12.g499600	selenocysteine lyase	<none>	
	GIO2-3713	Cre12.g499300	<none>	<none>	
	GIO2-412	Cre12.g499250	3',5'-cyclic-nucleotide phosphodiesterase	<none>	
	GIO2-4108	Cre12.g498750	triacylglycerol lipase	<none>	
	GIO2-1234	Cre12.g498550	magnesium protoporphyrin IX methyltransferase	<none>	
	GIO2-2435	Cre12.g497750	trehalose-phosphatase	<none>	
	GIO2-3343	Cre12.g497700	phenylacetaldehyde reductase	<none>	
	GIO2-3190	Cre12.g497653	phenylacetaldehyde reductase	<none>	
	GIO2-1151	Cre12.g497652	phenylacetaldehyde reductase	<none>	
	GIO2-518	Cre12.g497500	phenylacetaldehyde reductase	<none>	
	GIO2-1366	Cre12.g496950	Xaa-methyl-His dipeptidase	<none>	
	GIO2-2680	Cre12.g496750	<none>	<none>	
	GIO2-2680	Cre12.g496750	<none>	<none>	
	GIO2-2680	Cre12.g496750	<none>	<none>	
	GIO2-2680	Cre12.g496750	<none>	<none>	
	GIO2-2680	Cre12.g496750	<none>	<none>	
	GIO2-678	Cre12.g496700	monodehydroascorbate reductase (NADH)	<none>	
	GIO2-2675	Cre12.g496650	<none>	<none>	
	GIO2-4701	Cre12.g495850	<none>	<none>	
	GIO2-1196	Cre12.g495550	nucleoside-diphosphate kinase	<none>	
	GIO2-1196	Cre12.g495550	adenylate kinase	<none>	
	GIO2-4143	Cre12.g495300	<none>	<none>	
	GIO2-1209	Cre12.g495100	sterol 14-demethylase	<none>	
	GIO2-4767	Cre12.g494850	<none>	<none>	
	GIO2-5139	Cre12.g493700	Cre12.g493700.t1.2	<none>	
	GIO2-2810	Cre12.g493500	<none>	<none>	
	GIO2-2935	Cre12.g492950	ribonucleoside-diphosphate reductase	<none>	
	GIO2-408	Cre12.g492900	Cre12.g492900.t1.1	<none>	
	GIO2-537	Cre12.g492851	mannan endo-1,4-b-mannosidase	<none>	
	GIO2-4522	Cre12.g492750	a-amylase	<none>	
	GIO2-4522	Cre12.g492750	a-amylase	<none>	
	GIO2-4522	Cre12.g492750	a-amylase	<none>	
	GIO2-4639	Cre12.g492300	<none>	<none>	
	GIO2-4639	Cre12.g492300	<none>	<none>	
	GIO2-4639	Cre12.g492300	<none>	<none>	
	GIO2-4639	Cre12.g492300	<none>	<none>	
	GIO2-4639	Cre12.g492300	<none>	<none>	
	GIO2-829	Cre12.g491100	D-fructuronate reductase (NADPH)	<none>	
	GIO2-829	Cre12.g491100	D-gluconate 5-dehydrogenase (NADP)	<none>	
	GIO2-2446	Cre12.g491050	ribonucleoside-diphosphate reductase	<none>	
	GIO2-592	Cre12.g490500	magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen monooxygenase	<none>	
	GIO2-592	Cre12.g490500	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	<none>	
	GIO2-592	Cre12.g490500	131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester 13-dehydrogenase	<none>	
	GIO2-592	Cre12.g490500	131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester dehydrogenase	<none>	
	GIO2-1690	Cre12.g490350	<none>	<none>	
	GIO2-3106	Cre12.g490300	<none>	<none>	
	GIO2-463	Cre12.g489900	guanylate cyclase	<none>	
	GIO2-3286	Cre12.g489700	ornithine carbamoyltransferase	<none>	
	GIO2-5185	Cre12.g489200	alcohol O-acetyltransferase	<none>	
	GIO2-1172	Cre12.g489050	CTP:phosphatidate cytidyltransferase	<none>	
	GIO2-1360	Cre12.g488752	adenylate cyclase	<none>	
	GIO2-1835	Cre12.g488350	Cre12.g488350.t1.1	<none>	
	GIO2-2385	Cre12.g488050	Beta-fructofuranosidase	<none>	
	GIO2-2096	Cre12.g488000	sucrose:sucrose fructosyltransferase	<none>	
	GIO2-1370	Cre12.g486551	procollagen-proline 3-dioxygenase	<none>	
	GIO2-3099	Cre12.g486300	photosystem I	<none>	
	GIO2-3533	Cre12.g485550	<none>	<none>	
	GIO2-2081	Cre12.g485150	<none>	<none>	
	GIO2-2569	Cre12.g485050	Cre12.g485050.t1.1	<none>	
	GIO2-2569	Cre12.g485050	<none>	<none>	
	GIO2-2569	Cre12.g485050	<none>	<none>	
	GIO2-3584	Cre12.g484750	chlorophyllase	<none>	
	GIO2-4982	Cre12.g484250	dynein ATPase	<none>	
	GIO2-4411	Cre12.g484200	<none>	<none>	
	GIO2-3981	Cre12.g484000	acetyl-CoA carboxylase	<none>	
	GIO2-2353	Cre12.g483950	<none>	<none>	
	GIO2-2353	Cre12.g483950	<none>	<none>	
	GIO2-944	Cre12.g483900	Mg2+-importing ATPase	<none>	
	GIO2-1274	Cre11.g483400	xylogalacturonan b-1,3-xylosyltransferase	<none>	
	GIO2-594	Cre11.g483250	triacylglycerol lipase	<none>	
	GIO2-594	Cre11.g483250	sterol esterase	<none>	
	GIO2-4960	Cre11.g481500	Cre11.g481500.t1.2	<none>	
	GIO2-866	Cre11.g481250	carboxylesterase	<none>	
	GIO2-4061	Cre11.g481200	<none>	<none>	
	GIO2-1031	Cre11.g481126	cytochrome-b5 reductase	<none>	
	GIO2-1669	Cre11.g480750	Cre11.g480750.t1.1	<none>	
	GIO2-4076	Cre11.g480650	NADP-retinol dehydrogenase	<none>	
	GIO2-1537	Cre11.g479000	adenylate cyclase	<none>	
	GIO2-1537	Cre11.g479000	guanylate cyclase	<none>	
	GIO2-1474	Cre11.g478650	inositol phosphorylceramide mannosyltransferase	<none>	
	GIO2-1862	Cre11.g478300	ElmD	<none>	
	GIO2-1975	Cre11.g478184	b-mannosidase	<none>	
	GIO2-797	Cre11.g478128	ATPase	<none>	
	GIO2-1542	Cre11.g477625	magnesium chelatase	<none>	
	GIO2-285	Cre11.g477400	guanylate cyclase	<none>	
	GIO2-1422	Cre11.g477200	eugenol synthase	<none>	
	GIO2-4360	Cre11.g476750	ferredoxin-NADP+ reductase	<none>	
	GIO2-3412	Cre11.g476700	4-phytase	<none>	
	GIO2-5114	Cre11.g476650	pullulanase	<none>	
	GIO2-5114	Cre11.g476650	limit dextrinase	<none>	
	GIO2-5114	Cre11.g476650	pullulanase	<none>	
	GIO2-1523	Cre11.g476600	Cre11.g476600.t1.2	<none>	
	GIO2-1523	Cre11.g476600	Cre11.g476600.t1.2	<none>	
	GIO2-3293	Cre11.g476550	trans-2-enoyl-CoA reductase (NADPH)	<none>	
	GIO2-1748	Cre11.g476500	pheophorbide a oxygenase	<none>	
	GIO2-5187	Cre11.g476325	phosphoenolpyruvate carboxylase	<none>	
	GIO2-4617	Cre11.g476150	<none>	<none>	
	GIO2-1916	Cre11.g476050	<none>	<none>	
	GIO2-1292	Cre11.g475550	methyl halide transferase	<none>	
	GIO2-1882	Cre11.g474850	23S rRNA pseudouridine746 synthase	<none>	
	GIO2-2972	Cre11.g474800	ornithine aminotransferase	<none>	
	GIO2-706	Cre11.g474750	Cre11.g474750.t1.1	<none>	
	GIO2-706	Cre11.g474750	xyloglucan 6-xylosyltransferase	<none>	
	GIO2-706	Cre11.g474750	xyloglucan 6-xylosyltransferase	<none>	
	GIO2-4482	Cre11.g468700	Cre11.g468700.t1.2	<none>	
	GIO2-1393	Cre11.g468550	H+-transporting two-sector ATPase	<none>	
	GIO2-5036	Cre11.g468350	kynurenine 3-monooxygenase	<none>	
	GIO2-3464	Cre11.g468100	3',5'-cyclic-AMP phosphodiesterase	<none>	
	GIO2-1725	Cre11.g467850	1-acylglycerophosphocholine O-acyltransferase	<none>	
	GIO2-1725	Cre11.g467850	1-acylglycerophosphocholine O-acyltransferase	<none>	
	GIO2-1725	Cre11.g467850	phospholipid:diacylglycerol acyltransferase	<none>	
	GIO2-1572	Cre11.g467795	manganese-transporting ATPase	<none>	
